,Country,measurement,units,Year
1963,Bahrain,special_waste_industrial_waste_tons_year,tonnes/year,2005
1964,Morocco,special_waste_industrial_waste_tons_year,tonnes/year,2014
1965,Thailand,special_waste_industrial_waste_tons_year,tonnes/year,2015
1966,"Korea, Rep.",special_waste_industrial_waste_tons_year,tonnes/year,2000
1967,China,special_waste_industrial_waste_tons_year,tonnes/year,2015
1968,Switzerland,special_waste_industrial_waste_tons_year,tonnes/year,2000
1969,New Zealand,special_waste_industrial_waste_tons_year,tonnes/year,2000
1970,Albania,special_waste_industrial_waste_tons_year,tonnes/year,2015
1971,Bangladesh,special_waste_industrial_waste_tons_year,tonnes/year,2010
1972,Bosnia and Herzegovina,special_waste_industrial_waste_tons_year,tonnes/year,2014
1973,Qatar,special_waste_industrial_waste_tons_year,tonnes/year,2008
1974,West Bank and Gaza,special_waste_industrial_waste_tons_year,tonnes/year,2011
1975,Myanmar,special_waste_industrial_waste_tons_year,tonnes/year,2016
1976,Armenia,special_waste_industrial_waste_tons_year,tonnes/year,2015
1977,Canada,special_waste_industrial_waste_tons_year,tonnes/year,2008
1978,United States,special_waste_industrial_waste_tons_year,tonnes/year,2016
1979,Iceland,special_waste_industrial_waste_tons_year,tonnes/year,2000
1980,Norway,special_waste_industrial_waste_tons_year,tonnes/year,2000
1981,United Arab Emirates,special_waste_industrial_waste_tons_year,tonnes/year,2015
1982,Mongolia,special_waste_industrial_waste_tons_year,tonnes/year,2016
1983,Malta,special_waste_industrial_waste_tons_year,tonnes/year,2011
1984,Isle of Man,special_waste_industrial_waste_tons_year,tonnes/year,2011
1985,Malaysia,special_waste_industrial_waste_tons_year,tonnes/year,2012
1986,Lao PDR,special_waste_industrial_waste_tons_year,tonnes/year,2015
1987,Sri Lanka,special_waste_industrial_waste_tons_year,tonnes/year,2003
1988,Vietnam,special_waste_industrial_waste_tons_year,tonnes/year,2015
1989,Jordan,special_waste_industrial_waste_tons_year,tonnes/year,2014
1990,Tunisia,special_waste_industrial_waste_tons_year,tonnes/year,2014
1991,Algeria,special_waste_industrial_waste_tons_year,tonnes/year,2011
1992,Kuwait,special_waste_industrial_waste_tons_year,tonnes/year,2008
1993,Moldova,special_waste_industrial_waste_tons_year,tonnes/year,2008
1994,Kiribati,special_waste_industrial_waste_tons_year,tonnes/year,2014
1995,Turkmenistan,special_waste_industrial_waste_tons_year,tonnes/year,2012
1996,Japan,special_waste_industrial_waste_tons_year,tonnes/year,2014
1997,Montenegro,special_waste_industrial_waste_tons_year,tonnes/year,2012
1998,Australia,special_waste_industrial_waste_tons_year,tonnes/year,2015
1999,Israel,waste_treatment_landfill_unspecified_percent,tonnes/year,2017
2000,,waste_treatment_landfill_unspecified_percent,tonnes/year,2002
2001,Portugal,waste_treatment_landfill_unspecified_percent,tonnes/year,2014
2002,Indonesia,waste_treatment_landfill_unspecified_percent,tonnes/year,2016
2003,Czech Republic,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2004,Syrian Arab Republic,waste_treatment_landfill_unspecified_percent,tonnes/year,2010
2005,Puerto Rico,waste_treatment_landfill_unspecified_percent,tonnes/year,2007
2006,Germany,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2007,Slovak Republic,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2008,Italy,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2009,Netherlands,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2010,Spain,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2011,Austria,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2012,Denmark,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2013,United States,waste_treatment_landfill_unspecified_percent,tonnes/year,2014
2014,Thailand,waste_treatment_landfill_unspecified_percent,tonnes/year,2012
2015,Bahrain,waste_treatment_landfill_unspecified_percent,tonnes/year,2012
2016,Finland,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2017,Tonga,waste_treatment_landfill_unspecified_percent,tonnes/year,2012
2018,Malaysia,waste_treatment_landfill_unspecified_percent,tonnes/year,2017
2019,Qatar,waste_treatment_landfill_unspecified_percent,tonnes/year,2014
2020,Singapore,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2021,United Arab Emirates,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2022,Nicaragua,waste_treatment_landfill_unspecified_percent,tonnes/year,2010
2023,Croatia,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2024,Jordan,waste_treatment_landfill_unspecified_percent,tonnes/year,2014
2025,"Egypt, Arab Rep.",waste_treatment_landfill_unspecified_percent,tonnes/year,2013
2026,Belgium,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2027,Burkina Faso,waste_treatment_landfill_unspecified_percent,tonnes/year,2009
2028,Iceland,waste_treatment_landfill_unspecified_percent,tonnes/year,2013
2029,Turkmenistan,waste_treatment_landfill_unspecified_percent,tonnes/year,2013
2030,Tunisia,waste_treatment_landfill_unspecified_percent,tonnes/year,2014
2031,Greenland,waste_treatment_landfill_unspecified_percent,tonnes/year,2010
2032,"Korea, Rep.",waste_treatment_landfill_unspecified_percent,tonnes/year,2014
2033,Slovenia,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2034,Pakistan,waste_treatment_landfill_unspecified_percent,tonnes/year,2017
2035,Latvia,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2036,Cyprus,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2037,Romania,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2038,Hungary,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2039,Guyana,waste_treatment_landfill_unspecified_percent,tonnes/year,2011
2040,Isle of Man,waste_treatment_landfill_unspecified_percent,tonnes/year,2011
2041,Sweden,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2042,St. Vincent and the Grenadines,waste_treatment_landfill_unspecified_percent,tonnes/year,2012
2043,Fiji,waste_treatment_landfill_unspecified_percent,tonnes/year,2011
2044,United Kingdom,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2045,Canada,waste_treatment_landfill_unspecified_percent,tonnes/year,2008
2046,Ukraine,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2047,"Macedonia, FYR",waste_treatment_landfill_unspecified_percent,tonnes/year,2013
2048,Nigeria,waste_treatment_landfill_unspecified_percent,tonnes/year,1995
2049,Serbia,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2050,Luxembourg,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2051,"Hong Kong SAR, China",waste_treatment_landfill_unspecified_percent,tonnes/year,2016
2052,France,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2053,Lithuania,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2054,China,waste_treatment_landfill_unspecified_percent,tonnes/year,2014
2055,Poland,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2056,Sudan,waste_treatment_landfill_unspecified_percent,tonnes/year,2003
2057,Nepal,waste_treatment_landfill_unspecified_percent,tonnes/year,2013
2058,Australia,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2059,Bulgaria,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2060,Greece,waste_treatment_landfill_unspecified_percent,tonnes/year,2014
2061,New Zealand,waste_treatment_landfill_unspecified_percent,tonnes/year,2015
2062,Morocco,special_waste_medical_waste_tons_year,tonnes/year,2014
2063,Tonga,special_waste_medical_waste_tons_year,tonnes/year,2014
2064,Slovenia,special_waste_medical_waste_tons_year,tonnes/year,2014
2065,Saudi Arabia,special_waste_medical_waste_tons_year,tonnes/year,
2066,Hungary,special_waste_medical_waste_tons_year,tonnes/year,2014
2067,Nepal,special_waste_medical_waste_tons_year,tonnes/year,2017
2068,Papua New Guinea,special_waste_medical_waste_tons_year,tonnes/year,2014
2069,Albania,special_waste_medical_waste_tons_year,tonnes/year,2015
2070,Denmark,special_waste_medical_waste_tons_year,tonnes/year,2015
2071,Marshall Islands,special_waste_medical_waste_tons_year,tonnes/year,2014
2072,Ireland,special_waste_medical_waste_tons_year,tonnes/year,2014
2073,Qatar,special_waste_medical_waste_tons_year,tonnes/year,2008
2074,Botswana,special_waste_medical_waste_tons_year,tonnes/year,1998
2075,Panama,special_waste_medical_waste_tons_year,tonnes/year,2011
2076,French Polynesia,special_waste_medical_waste_tons_year,tonnes/year,2014
2077,West Bank and Gaza,special_waste_medical_waste_tons_year,tonnes/year,2014
2078,United Arab Emirates,special_waste_medical_waste_tons_year,tonnes/year,2015
2079,"Hong Kong SAR, China",special_waste_medical_waste_tons_year,tonnes/year,2015
2080,Bulgaria,special_waste_medical_waste_tons_year,tonnes/year,2015
2081,Netherlands,special_waste_medical_waste_tons_year,tonnes/year,2014
2082,Peru,special_waste_medical_waste_tons_year,tonnes/year,2009
2083,Suriname,special_waste_medical_waste_tons_year,tonnes/year,2010
2084,Spain,special_waste_medical_waste_tons_year,tonnes/year,2014
2085,Solomon Islands,special_waste_medical_waste_tons_year,tonnes/year,2014
2086,Luxembourg,special_waste_medical_waste_tons_year,tonnes/year,2014
2087,"Macao SAR, China",special_waste_medical_waste_tons_year,tonnes/year,2009
2088,Tuvalu,special_waste_medical_waste_tons_year,tonnes/year,2014
2089,Kenya,special_waste_medical_waste_tons_year,tonnes/year,2005
2090,Kuwait,special_waste_medical_waste_tons_year,tonnes/year,2008
2091,Estonia,special_waste_medical_waste_tons_year,tonnes/year,2015
2092,Belgium,special_waste_medical_waste_tons_year,tonnes/year,2014
2093,"Macedonia, FYR",special_waste_medical_waste_tons_year,tonnes/year,2014
2094,Bosnia and Herzegovina,special_waste_medical_waste_tons_year,tonnes/year,2009
2095,Palau,special_waste_medical_waste_tons_year,tonnes/year,2014
2096,Cambodia,special_waste_medical_waste_tons_year,tonnes/year,2007
2097,United States,special_waste_medical_waste_tons_year,tonnes/year,2012
2098,Italy,special_waste_medical_waste_tons_year,tonnes/year,2014
2099,Austria,special_waste_medical_waste_tons_year,tonnes/year,2014
2100,Japan,special_waste_medical_waste_tons_year,tonnes/year,2004
2101,Malaysia,special_waste_medical_waste_tons_year,tonnes/year,2013
2102,Trinidad and Tobago,special_waste_medical_waste_tons_year,tonnes/year,2008
2103,Tunisia,special_waste_medical_waste_tons_year,tonnes/year,2014
2104,"Iran, Islamic Rep.",special_waste_medical_waste_tons_year,tonnes/year,
2105,Romania,special_waste_medical_waste_tons_year,tonnes/year,2014
2106,Bolivia,special_waste_medical_waste_tons_year,tonnes/year,2010
2107,Bhutan,special_waste_medical_waste_tons_year,tonnes/year,2017
2108,Cyprus,special_waste_medical_waste_tons_year,tonnes/year,2015
2109,Oman,special_waste_medical_waste_tons_year,tonnes/year,2014
2110,Latvia,special_waste_medical_waste_tons_year,tonnes/year,2014
2111,France,special_waste_medical_waste_tons_year,tonnes/year,2014
2112,Belize,special_waste_medical_waste_tons_year,tonnes/year,2013
2113,Fiji,special_waste_medical_waste_tons_year,tonnes/year,2014
2114,Norway,special_waste_medical_waste_tons_year,tonnes/year,2014
2115,Afghanistan,special_waste_medical_waste_tons_year,tonnes/year,2014
2116,Benin,special_waste_medical_waste_tons_year,tonnes/year,2002
2117,Lebanon,special_waste_medical_waste_tons_year,tonnes/year,2008
2118,Mongolia,special_waste_medical_waste_tons_year,tonnes/year,2005
2119,Jordan,special_waste_medical_waste_tons_year,tonnes/year,2014
2120,Samoa,special_waste_medical_waste_tons_year,tonnes/year,2014
2121,Slovak Republic,special_waste_medical_waste_tons_year,tonnes/year,2014
2122,Kosovo,special_waste_medical_waste_tons_year,tonnes/year,2015
2123,Lao PDR,special_waste_medical_waste_tons_year,tonnes/year,2015
2124,Montenegro,special_waste_medical_waste_tons_year,tonnes/year,2015
2125,Mexico,special_waste_medical_waste_tons_year,tonnes/year,2015
2126,Czech Republic,special_waste_medical_waste_tons_year,tonnes/year,2015
2127,United Kingdom,special_waste_medical_waste_tons_year,tonnes/year,2014
2128,Greece,special_waste_medical_waste_tons_year,tonnes/year,2014
2129,Timor-Leste,special_waste_medical_waste_tons_year,tonnes/year,2014
2130,Portugal,special_waste_medical_waste_tons_year,tonnes/year,2014
2131,Sweden,special_waste_medical_waste_tons_year,tonnes/year,2014
2132,Serbia,special_waste_medical_waste_tons_year,tonnes/year,2014
2133,Myanmar,special_waste_medical_waste_tons_year,tonnes/year,2017
2134,Colombia,special_waste_medical_waste_tons_year,tonnes/year,2015
2135,Croatia,special_waste_medical_waste_tons_year,tonnes/year,2015
2136,"Egypt, Arab Rep.",special_waste_medical_waste_tons_year,tonnes/year,2010
2137,Ecuador,special_waste_medical_waste_tons_year,tonnes/year,2015
2138,Sri Lanka,special_waste_medical_waste_tons_year,tonnes/year,2017
2139,Finland,special_waste_medical_waste_tons_year,tonnes/year,2014
2140,New Caledonia,special_waste_medical_waste_tons_year,tonnes/year,2014
2141,Brazil,special_waste_medical_waste_tons_year,tonnes/year,2015
2142,Kiribati,special_waste_medical_waste_tons_year,tonnes/year,2014
2143,Indonesia,special_waste_medical_waste_tons_year,tonnes/year,2017
2144,"Micronesia, Fed. Sts.",special_waste_medical_waste_tons_year,tonnes/year,2014
2145,Bangladesh,special_waste_medical_waste_tons_year,tonnes/year,2008
2146,Bahrain,special_waste_medical_waste_tons_year,tonnes/year,2005
2147,Cabo Verde,special_waste_medical_waste_tons_year,tonnes/year,2002
2148,India,special_waste_medical_waste_tons_year,tonnes/year,2017
2149,Angola,special_waste_medical_waste_tons_year,tonnes/year,2009
2150,Syrian Arab Republic,special_waste_medical_waste_tons_year,tonnes/year,2010
2151,Vietnam,special_waste_medical_waste_tons_year,tonnes/year,2015
2152,Germany,special_waste_medical_waste_tons_year,tonnes/year,2014
2153,Lithuania,special_waste_medical_waste_tons_year,tonnes/year,2014
2154,Brunei Darussalam,special_waste_medical_waste_tons_year,tonnes/year,2001
2155,Jamaica,special_waste_medical_waste_tons_year,tonnes/year,2009
2156,Vanuatu,special_waste_medical_waste_tons_year,tonnes/year,2014
2157,Maldives,special_waste_medical_waste_tons_year,tonnes/year,2017
2158,Liechtenstein,special_waste_medical_waste_tons_year,tonnes/year,2014
2159,Guatemala,special_waste_medical_waste_tons_year,tonnes/year,2010
2160,Poland,special_waste_medical_waste_tons_year,tonnes/year,2014
2161,St. Lucia,special_waste_medical_waste_tons_year,tonnes/year,2014-2015
2162,Pakistan,special_waste_medical_waste_tons_year,tonnes/year,2006
2163,Algeria,special_waste_medical_waste_tons_year,tonnes/year,2011
2164,Thailand,special_waste_medical_waste_tons_year,tonnes/year,2015
2165,Malta,special_waste_medical_waste_tons_year,tonnes/year,2014
2166,Moldova,special_waste_medical_waste_tons_year,tonnes/year,2010
2167,Bhutan,composition_metal_percent,%,2012
2168,St. Kitts and Nevis,composition_metal_percent,%,2002
2169,Burkina Faso,composition_metal_percent,%,2016
2170,Maldives,composition_metal_percent,%,2016
2171,Hungary,composition_metal_percent,%,2015
2172,Sint Maarten (Dutch part),composition_metal_percent,%,2015
2173,Haiti,composition_metal_percent,%,2016
2174,Netherlands,composition_metal_percent,%,2013
2175,Dominican Republic,composition_metal_percent,%,2013
2176,Morocco,composition_metal_percent,%,2014
2177,Norway,composition_metal_percent,%,2010
2178,Kazakhstan,composition_metal_percent,%,2015
2179,Denmark,composition_metal_percent,%,2015
2180,United States,composition_metal_percent,%,2014
2181,Marshall Islands,composition_metal_percent,%,2012
2182,Tunisia,composition_metal_percent,%,2014
2183,"Micronesia, Fed. Sts.",composition_metal_percent,%,2011
2184,Cambodia,composition_metal_percent,%,2010
2185,Spain,composition_metal_percent,%,2012
2186,Pakistan,composition_metal_percent,%,2017
2187,"Iran, Islamic Rep.",composition_metal_percent,%,2007
2188,Colombia,composition_metal_percent,%,2011
2189,American Samoa,composition_metal_percent,%,2011
2190,Finland,composition_metal_percent,%,2010
2191,Palau,composition_metal_percent,%,2014
2192,Albania,composition_metal_percent,%,2015
2193,Comoros,composition_metal_percent,%,2003
